,USPS,ST,NAME,ZCTA5,LAT,LON
01001000,Schleswig-Holstein,SH,Flensburg,24937,54.78252,9.43751
01002000,Schleswig-Holstein,SH,Kiel,24103,54.321775,10.13727
01003000,Schleswig-Holstein,SH,Lübeck,23552,53.866269,10.683932
01004000,Schleswig-Holstein,SH,Neumünster,24534,54.069895,9.988422
01051011,Schleswig-Holstein,SH,Brunsbüttel,25541,53.896932,9.13735
01051044,Schleswig-Holstein,SH,Heide,25746,54.193962,9.091156
01051003,Schleswig-Holstein,SH,Averlak,25715,53.941154,9.182663
01051010,Schleswig-Holstein,SH,Brickeln,25712,54.00849,9.221166
01051012,Schleswig-Holstein,SH,Buchholz,25712,53.987132,9.223774
01051016,Schleswig-Holstein,SH,Burg (Dithmarschen),25712,53.99748,9.26246
01051022,Schleswig-Holstein,SH,Dingen,25715,53.960888,9.125804
01051024,Schleswig-Holstein,SH,Eddelak,25715,53.945888,9.137433
01051026,Schleswig-Holstein,SH,Eggstedt,25721,54.054535,9.25927
01051032,Schleswig-Holstein,SH,Frestedt,25727,54.023639,9.175759
01051037,Schleswig-Holstein,SH,Großenrade,25712,54.02206,9.223435
01051051,Schleswig-Holstein,SH,Hochdonn,25712,54.019564,9.293145
01051064,Schleswig-Holstein,SH,Kuden,25712,53.967853,9.192822
01051089,Schleswig-Holstein,SH,Quickborn,25712,54.009984,9.206618
01051097,Schleswig-Holstein,SH,Sankt Michaelisdonn,25693,53.994438,9.122148
01051110,Schleswig-Holstein,SH,Süderhastedt,25727,54.04991,9.20886
01051021,Schleswig-Holstein,SH,Diekhusen-Fahrstedt,25709,53.946249,9.023165
01051034,Schleswig-Holstein,SH,Friedrichskoog,25718,54.013926,8.89741
01051046,Schleswig-Holstein,SH,Helse,25709,53.977556,9.010226
01051057,Schleswig-Holstein,SH,Kaiser-Wilhelm-Koog,25709,53.942933,8.926364
01051062,Schleswig-Holstein,SH,Kronprinzenkoog,25709,53.97171,8.964528
01051072,Schleswig-Holstein,SH,Marne,25709,53.953695,9.008761
01051073,Schleswig-Holstein,SH,Marnerdeich,25709,53.948483,8.982956
01051076,Schleswig-Holstein,SH,Neufeld,25724,53.907224,9.019046
01051077,Schleswig-Holstein,SH,Neufelderkoog,25724,53.906958,8.968827
01051090,Schleswig-Holstein,SH,Ramhusen,25715,53.941207,9.090658
01051103,Schleswig-Holstein,SH,Schmedeswurth,25724,53.926172,9.040335
01051118,Schleswig-Holstein,SH,Trennewurth,25693,54.000236,9.025792
01051119,Schleswig-Holstein,SH,Volsemenhusen,25693,53.967901,9.065625
01051005,Schleswig-Holstein,SH,Barkenholm,25791,54.237387,9.174339
01051008,Schleswig-Holstein,SH,Bergewöhrden,25779,54.318469,9.209426
01051019,Schleswig-Holstein,SH,Dellstedt,25786,54.237892,9.369143
01051020,Schleswig-Holstein,SH,Delve,25788,54.303978,9.252365
01051023,Schleswig-Holstein,SH,Dörpling,25794,54.260654,9.301925
01051030,Schleswig-Holstein,SH,Fedderingen,25779,54.281144,9.132642
01051035,Schleswig-Holstein,SH,Gaushorn,25782,54.194896,9.225318
01051036,Schleswig-Holstein,SH,Glüsing,25779,54.274547,9.216421
01051038,Schleswig-Holstein,SH,Groven,25774,54.300165,8.989147
01051047,Schleswig-Holstein,SH,Hemme,25774,54.28021,9.010966
01051049,Schleswig-Holstein,SH,Hennstedt,25779,54.283636,9.168248
01051052,Schleswig-Holstein,SH,Hövede,25782,54.243806,9.293409
01051053,Schleswig-Holstein,SH,Hollingstedt,25788,54.290548,9.226797
01051058,Schleswig-Holstein,SH,Karolinenkoog,25774,54.292554,8.965495
01051060,Schleswig-Holstein,SH,Kleve,25779,54.295706,9.123229
01051061,Schleswig-Holstein,SH,Krempel,25774,54.320019,9.027607
01051065,Schleswig-Holstein,SH,Lehe,25774,54.344168,9.025334
01051068,Schleswig-Holstein,SH,Linden,25791,54.252623,9.182428
01051071,Schleswig-Holstein,SH,Lunden,25774,54.330568,9.024249
01051080,Schleswig-Holstein,SH,Norderheistedt,25779,54.245331,9.146139
01051088,Schleswig-Holstein,SH,Pahlen,25794,54.267813,9.296387
01051092,Schleswig-Holstein,SH,Rehm-Flehde-Bargen,25776,54.303981,9.036287
01051096,Schleswig-Holstein,SH,Sankt Annen,25776,54.345413,9.07975
01051100,Schleswig-Holstein,SH,Schalkholz,25782,54.246244,9.257028
01051102,Schleswig-Holstein,SH,Schlichting,25779,54.31014,9.089378
01051114,Schleswig-Holstein,SH,Tellingstedt,25782,54.219944,9.2822
01051117,Schleswig-Holstein,SH,Tielenhemme,25794,54.27746,9.398414
01051120,Schleswig-Holstein,SH,Wallen,25788,54.284766,9.269563
01051125,Schleswig-Holstein,SH,Welmbüttel,25782,54.196873,9.246826
01051131,Schleswig-Holstein,SH,Westerborstel,25782,54.220127,9.260601
01051133,Schleswig-Holstein,SH,Wiemerstedt,25779,54.269259,9.11111
01051136,Schleswig-Holstein,SH,Wrohm,25799,54.212642,9.379505
01051139,Schleswig-Holstein,SH,Süderdorf,25782,54.220732,9.343678
01051141,Schleswig-Holstein,SH,Süderheistedt,25779,54.23483,9.148463
01051048,Schleswig-Holstein,SH,Hemmingstedt,25770,54.14876,9.073156
01051067,Schleswig-Holstein,SH,Lieth,25770,54.15531,9.060773
01051069,Schleswig-Holstein,SH,Lohe-Rickelshof,25746,54.187725,9.065603
01051075,Schleswig-Holstein,SH,Neuenkirchen,25792,54.235602,8.987884
01051081,Schleswig-Holstein,SH,Norderwöhrden,25746,54.192783,9.000232
01051082,Schleswig-Holstein,SH,Nordhastedt,25785,54.17205,9.182991
01051087,Schleswig-Holstein,SH,Ostrohe,25746,54.214,9.130804
01051107,Schleswig-Holstein,SH,Stelle-Wittenwurth,25795,54.254357,9.066849
01051113,Schleswig-Holstein,SH,Wöhrden,25797,54.165463,8.994508
01051122,Schleswig-Holstein,SH,Weddingstedt,25795,54.239275,9.088863
01051130,Schleswig-Holstein,SH,Wesseln,25746,54.208327,9.075443
01051001,Schleswig-Holstein,SH,Albersdorf,25767,54.146557,9.283995
01051002,Schleswig-Holstein,SH,Arkebek,25767,54.160197,9.250362
01051004,Schleswig-Holstein,SH,Bargenstedt,25704,54.095594,9.144199
01051006,Schleswig-Holstein,SH,Barlt,25719,54.012444,9.058002
01051015,Schleswig-Holstein,SH,Bunsoh,25767,54.165522,9.320225
01051017,Schleswig-Holstein,SH,Busenwurth,25719,54.041407,9.041298
01051027,Schleswig-Holstein,SH,Elpersbüttel,25704,54.072963,9.047156
01051028,Schleswig-Holstein,SH,Epenwöhrden,25704,54.112805,9.052894
01051039,Schleswig-Holstein,SH,Gudendorf,25693,54.024736,9.1082
01051054,Schleswig-Holstein,SH,Immenstedt,25767,54.180686,9.299737
01051063,Schleswig-Holstein,SH,Krumstedt,25727,54.068684,9.177954
01051074,Schleswig-Holstein,SH,Meldorf,25704,54.090945,9.068784
01051078,Schleswig-Holstein,SH,Nindorf,25704,54.086722,9.114943
01051083,Schleswig-Holstein,SH,Odderade,25785,54.139384,9.190795
01051085,Schleswig-Holstein,SH,Offenbüttel,25767,54.169186,9.357994
01051086,Schleswig-Holstein,SH,Osterrade,25767,54.190212,9.353264
01051098,Schleswig-Holstein,SH,Sarzbüttel,25785,54.118971,9.184289
01051099,Schleswig-Holstein,SH,Schafstedt,25725,54.079915,9.293675
01051104,Schleswig-Holstein,SH,Schrum,25782,54.187229,9.251667
01051126,Schleswig-Holstein,SH,Wennbüttel,25767,54.138606,9.3225
01051134,Schleswig-Holstein,SH,Windbergen,25729,54.044978,9.117779
01051135,Schleswig-Holstein,SH,Wolmersdorf,25704,54.077114,9.103978
01051137,Schleswig-Holstein,SH,Nordermeldorf,25704,54.112068,9.013736
01051138,Schleswig-Holstein,SH,Tensbüttel-Röst,25767,54.105741,9.228605
01051013,Schleswig-Holstein,SH,Büsum,25761,54.130341,8.859577
01051014,Schleswig-Holstein,SH,Büsumer Deichhausen,25761,54.136175,8.890088
01051033,Schleswig-Holstein,SH,Friedrichsgabekoog,25764,54.157516,8.941082
01051043,Schleswig-Holstein,SH,Hedwigenkoog,25761,54.177985,8.840953
01051045,Schleswig-Holstein,SH,Hellschen-Heringsand-Unterschaar,25764,54.194536,8.872882
01051050,Schleswig-Holstein,SH,Hillgroven,25764,54.227921,8.874901
01051079,Schleswig-Holstein,SH,Norddeich,25764,54.218049,8.899964
01051084,Schleswig-Holstein,SH,Oesterdeichstrich,25761,54.158891,8.900566
01051093,Schleswig-Holstein,SH,Reinsbüttel,25764,54.179073,8.911057
01051105,Schleswig-Holstein,SH,Schülp,25764,54.241971,8.929943
01051108,Schleswig-Holstein,SH,Strübbel,25792,54.260389,8.971812
01051109,Schleswig-Holstein,SH,Süderdeich,25764,54.201711,8.91131
01051121,Schleswig-Holstein,SH,Warwerort,25761,54.141177,8.921723
01051127,Schleswig-Holstein,SH,Wesselburen,25764,54.212159,8.920686
01051128,Schleswig-Holstein,SH,Wesselburener Deichhausen,25764,54.174947,8.937237
01051129,Schleswig-Holstein,SH,Wesselburenerkoog,25764,54.239438,8.876475
01051132,Schleswig-Holstein,SH,Westerdeichstrich,25761,54.162006,8.863517
01051140,Schleswig-Holstein,SH,Oesterwurth,25764,54.211016,8.991292
01053032,Schleswig-Holstein,SH,Geesthacht,21502,53.433626,10.371785
01053083,Schleswig-Holstein,SH,Lauenburg/ Elbe,21481,53.374189,10.554267
01053090,Schleswig-Holstein,SH,Mölln,23879,53.629521,10.691022
01053100,Schleswig-Holstein,SH,Ratzeburg,23909,53.699024,10.774492
01053116,Schleswig-Holstein,SH,Schwarzenbek,21493,53.502645,10.477663
01053129,Schleswig-Holstein,SH,Wentorf bei Hamburg,21465,53.491012,10.2519
01053008,Schleswig-Holstein,SH,Behlendorf,23919,53.699475,10.667846
01053009,Schleswig-Holstein,SH,Berkenthin,23919,53.734488,10.638221
01053011,Schleswig-Holstein,SH,Bliestorf,23847,53.768797,10.602527
01053024,Schleswig-Holstein,SH,Düchelsdorf,23847,53.737072,10.580373
01053034,Schleswig-Holstein,SH,Göldenitz,23919,53.722025,10.631501
01053061,Schleswig-Holstein,SH,Kastorf,23847,53.748875,10.570134
01053067,Schleswig-Holstein,SH,Klempau,23628,53.762851,10.660387
01053075,Schleswig-Holstein,SH,Krummesse,23628,53.780123,10.641961
01053094,Schleswig-Holstein,SH,Niendorf bei Berkenthin,23919,53.702417,10.626158
01053103,Schleswig-Holstein,SH,Rondeshagen,23919,53.753642,10.629717
01053120,Schleswig-Holstein,SH,Sierksrade,23847,53.736555,10.600344
01053002,Schleswig-Holstein,SH,Alt-Mölln,23881,53.622775,10.658165
01053005,Schleswig-Holstein,SH,Bälau,23881,53.616381,10.621739
01053013,Schleswig-Holstein,SH,Borstorf,23881,53.613074,10.564234
01053014,Schleswig-Holstein,SH,Breitenfelde,23881,53.605112,10.632977
01053037,Schleswig-Holstein,SH,Grambek,23883,53.574025,10.68068
01053056,Schleswig-Holstein,SH,Hornbek,21514,53.5589,10.648548
01053084,Schleswig-Holstein,SH,Lehmrade,23883,53.5947,10.752721
01053095,Schleswig-Holstein,SH,Niendorf/ Stecknitz,23881,53.587228,10.609244
01053113,Schleswig-Holstein,SH,Schretstaken,21493,53.586533,10.539293
01053125,Schleswig-Holstein,SH,Talkau,21493,53.576852,10.568741
01053134,Schleswig-Holstein,SH,Woltersdorf,21516,53.576862,10.640176
01053010,Schleswig-Holstein,SH,Besenthal,23899,53.530139,10.743239
01053015,Schleswig-Holstein,SH,Bröthen,21514,53.480281,10.667034
01053020,Schleswig-Holstein,SH,Büchen,21514,53.480926,10.616482
01053029,Schleswig-Holstein,SH,Fitzen,21514,53.493942,10.64667
01053035,Schleswig-Holstein,SH,Göttin,21514,53.533746,10.70343
01053046,Schleswig-Holstein,SH,Gudow,23899,53.555336,10.77219
01053048,Schleswig-Holstein,SH,Güster,21514,53.53952,10.680583
01053064,Schleswig-Holstein,SH,Klein Pampau,21514,53.512681,10.586656
01053080,Schleswig-Holstein,SH,Langenlehsten,21514,53.499907,10.740533
01053092,Schleswig-Holstein,SH,Müssen,21516,53.494346,10.562546
01053104,Schleswig-Holstein,SH,Roseburg,21514,53.530505,10.624215
01053115,Schleswig-Holstein,SH,Schulendorf,21516,53.47331,10.561815
01053119,Schleswig-Holstein,SH,Siebeneichen,21514,53.510828,10.618693
01053126,Schleswig-Holstein,SH,Tramm,21516,53.56324,10.614693
01053132,Schleswig-Holstein,SH,Witzeeze,21514,53.452652,10.610144
01053003,Schleswig-Holstein,SH,Aumühle,21521,53.528598,10.313492
01053012,Schleswig-Holstein,SH,Börnsen,21039,53.476743,10.285588
01053023,Schleswig-Holstein,SH,Dassendorf,21521,53.488608,10.372665
01053028,Schleswig-Holstein,SH,Escheburg,21039,53.46713,10.309429
01053050,Schleswig-Holstein,SH,Hamwarde,21502,53.452847,10.421397
01053053,Schleswig-Holstein,SH,Hohenhorn,21526,53.475734,10.367611
01053072,Schleswig-Holstein,SH,Kröppelshagen-Fahrendorf,21529,53.488589,10.315197
01053131,Schleswig-Holstein,SH,Wiershop,21502,53.442501,10.451895
01053133,Schleswig-Holstein,SH,Wohltorf,21521,53.517253,10.291254
01053135,Schleswig-Holstein,SH,Worth,21502,53.467545,10.408431
01053006,Schleswig-Holstein,SH,Basedow,21483,53.416151,10.583592
01053019,Schleswig-Holstein,SH,Buchhorst,21481,53.384993,10.568335
01053022,Schleswig-Holstein,SH,Dalldorf,21483,53.435521,10.610487
01053058,Schleswig-Holstein,SH,Juliusburg,21483,53.41715,10.506484
01053073,Schleswig-Holstein,SH,Krüzen,21483,53.401518,10.527113
01053074,Schleswig-Holstein,SH,Krukow,21483,53.418864,10.478187
01053082,Schleswig-Holstein,SH,Lanze,21483,53.386341,10.604387
01053087,Schleswig-Holstein,SH,Lütau,21483,53.435861,10.545404
01053111,Schleswig-Holstein,SH,Schnakenbek,21481,53.385426,10.50018
01053128,Schleswig-Holstein,SH,Wangelau,21483,53.453726,10.546567
01053001,Schleswig-Holstein,SH,Albsfelde,23909,53.679957,10.694451
01053004,Schleswig-Holstein,SH,Bäk,23909,53.716345,10.787081
01053016,Schleswig-Holstein,SH,Brunsmark,23883,53.617106,10.750236
01053018,Schleswig-Holstein,SH,Buchholz,23911,53.731393,10.745377
01053026,Schleswig-Holstein,SH,Einhaus,23911,53.714136,10.725697
01053030,Schleswig-Holstein,SH,Fredeburg,23909,53.674253,10.72727
01053033,Schleswig-Holstein,SH,Giesensdorf,23909,53.688273,10.713651
01053040,Schleswig-Holstein,SH,Groß Disnack,23911,53.741974,10.69059
01053041,Schleswig-Holstein,SH,Groß Grönau,23627,53.801387,10.750476
01053043,Schleswig-Holstein,SH,Groß Sarau,23627,53.771827,10.737415
01053051,Schleswig-Holstein,SH,Harmsdorf,23911,53.700407,10.725868
01053054,Schleswig-Holstein,SH,Hollenbek,23883,53.592298,10.819794
01053057,Schleswig-Holstein,SH,Horst,23883,53.638591,10.77065
01053062,Schleswig-Holstein,SH,Kittlitz,23911,53.664141,10.918244
01053066,Schleswig-Holstein,SH,Klein Zecher,23883,53.577413,10.872803
01053078,Schleswig-Holstein,SH,Kulpin,23911,53.71009,10.695812
01053088,Schleswig-Holstein,SH,Mechow,23909,53.717556,10.801815
01053093,Schleswig-Holstein,SH,Mustin,23911,53.68453,10.886235
01053098,Schleswig-Holstein,SH,Pogeez,23911,53.750929,10.729435
01053102,Schleswig-Holstein,SH,Römnitz,23909,53.710121,10.768957
01053107,Schleswig-Holstein,SH,Salem,23911,53.656405,10.827965
01053110,Schleswig-Holstein,SH,Schmilau,23911,53.664589,10.75597
01053117,Schleswig-Holstein,SH,Seedorf,23883,53.619223,10.866858
01053123,Schleswig-Holstein,SH,Sterley,23883,53.620115,10.817631
01053136,Schleswig-Holstein,SH,Ziethen,23911,53.693695,10.809322
01053007,Schleswig-Holstein,SH,Basthorst,21493,53.576616,10.47139
01053017,Schleswig-Holstein,SH,Brunstorf,21524,53.491554,10.425938
01053021,Schleswig-Holstein,SH,Dahmker,22946,53.587821,10.444516
01053027,Schleswig-Holstein,SH,Elmenhorst,21493,53.544876,10.537551
01053031,Schleswig-Holstein,SH,Fuhlenhagen,21493,53.572959,10.5266
01053036,Schleswig-Holstein,SH,Grabau,21493,53.513609,10.519825
01053042,Schleswig-Holstein,SH,Groß Pampau,21493,53.521808,10.560301
01053045,Schleswig-Holstein,SH,Grove,21493,53.528123,10.492067
01053047,Schleswig-Holstein,SH,Gülzow,21483,53.442249,10.490939
01053049,Schleswig-Holstein,SH,Hamfelde,22929,53.597194,10.44893
01053052,Schleswig-Holstein,SH,Havekost,21493,53.539918,10.473088
01053059,Schleswig-Holstein,SH,Kankelau,21514,53.549311,10.56832
01053060,Schleswig-Holstein,SH,Kasseburg,22929,53.567213,10.415399
01053070,Schleswig-Holstein,SH,Köthel,22929,53.606936,10.510002
01053071,Schleswig-Holstein,SH,Kollow,21527,53.463155,10.458784
01053076,Schleswig-Holstein,SH,Kuddewörde,22958,53.587291,10.401901
01053089,Schleswig-Holstein,SH,Möhnsen,21493,53.559974,10.469197
01053091,Schleswig-Holstein,SH,Mühlenrade,21493,53.595838,10.48775
01053106,Schleswig-Holstein,SH,Sahms,21493,53.525807,10.532723
01053025,Schleswig-Holstein,SH,Duvensee,23898,53.693029,10.568351
01053038,Schleswig-Holstein,SH,Grinau,23847,53.775447,10.549505
01053039,Schleswig-Holstein,SH,Groß Boden,23847,53.752722,10.452871
01053044,Schleswig-Holstein,SH,Groß Schenkenberg,23860,53.793492,10.56488
01053068,Schleswig-Holstein,SH,Klinkrade,23898,53.716092,10.55033
01053069,Schleswig-Holstein,SH,Koberg,23881,53.639594,10.52596
01053077,Schleswig-Holstein,SH,Kühsen,23898,53.682661,10.615824
01053079,Schleswig-Holstein,SH,Labenz,23898,53.708352,10.524596
01053081,Schleswig-Holstein,SH,Lankau,23881,53.667879,10.665636
01053085,Schleswig-Holstein,SH,Linau,22959,53.643933,10.46755
01053086,Schleswig-Holstein,SH,Lüchow,23898,53.690744,10.529518
01053096,Schleswig-Holstein,SH,Nusse,23896,53.65908,10.575979
01053097,Schleswig-Holstein,SH,Panten,23896,53.664571,10.61977
01053099,Schleswig-Holstein,SH,Poggensee,23896,53.640102,10.579484
01053101,Schleswig-Holstein,SH,Ritzerau,23896,53.663003,10.567545
01053108,Schleswig-Holstein,SH,Sandesneben,23898,53.68797,10.496793
01053109,Schleswig-Holstein,SH,Schiphorst,23847,53.708361,10.461627
01053112,Schleswig-Holstein,SH,Schönberg,22929,53.677154,10.433054
01053114,Schleswig-Holstein,SH,Schürensöhlen,23847,53.763455,10.47204
01053118,Schleswig-Holstein,SH,Siebenbäumen,23847,53.749557,10.525162
01053121,Schleswig-Holstein,SH,Sirksfelde,23898,53.66533,10.509773
01053122,Schleswig-Holstein,SH,Steinhorst,23847,53.719989,10.48343
01053124,Schleswig-Holstein,SH,Stubben,23847,53.732928,10.43068
01053127,Schleswig-Holstein,SH,Walksfelde,23896,53.631901,10.575101
01053130,Schleswig-Holstein,SH,Wentorf (Amt Sandesneben),23898,53.67663,10.474911
01054033,Schleswig-Holstein,SH,Friedrichstadt,25840,54.37346,9.087943
01054056,Schleswig-Holstein,SH,Husum,25813,54.477143,9.057178
01054108,Schleswig-Holstein,SH,Reußenköge,25821,54.620428,8.883096
01054138,Schleswig-Holstein,SH,Tönning,25832,54.31662,8.941868
01054168,Schleswig-Holstein,SH,Sylt,25980,54.90786,8.30875
01054035,Schleswig-Holstein,SH,"Garding, Kirchspiel",25836,54.317383,8.78356
01054036,Schleswig-Holstein,SH,Garding,25836,54.327962,8.778217
01054040,Schleswig-Holstein,SH,Grothusenkoog,25836,54.302739,8.759033
01054063,Schleswig-Holstein,SH,Katharinenheerd,25836,54.335199,8.828074
01054072,Schleswig-Holstein,SH,Kotzenbüll,25832,54.333778,8.907487
01054090,Schleswig-Holstein,SH,Norderfriedrichskoog,25870,54.400271,8.893583
01054095,Schleswig-Holstein,SH,Oldenswort,25870,54.372281,8.942989
01054100,Schleswig-Holstein,SH,Osterhever,25836,54.385302,8.765219
01054104,Schleswig-Holstein,SH,Poppenbüll,25836,54.361585,8.761168
01054113,Schleswig-Holstein,SH,Sankt Peter-Ording,25826,54.302281,8.640495
01054134,Schleswig-Holstein,SH,Tating,25881,54.325497,8.708512
01054135,Schleswig-Holstein,SH,Tetenbüll,25882,54.352013,8.828234
01054140,Schleswig-Holstein,SH,Tümlauer Koog,25881,54.348337,8.689757
01054145,Schleswig-Holstein,SH,Vollerwiek,25836,54.290681,8.794694
01054148,Schleswig-Holstein,SH,Welt,25836,54.302402,8.79406
01054150,Schleswig-Holstein,SH,Westerhever,25881,54.382315,8.67563
01054046,Schleswig-Holstein,SH,Hörnum (Sylt),25997,54.756098,8.287218
01054061,Schleswig-Holstein,SH,Kampen (Sylt),25999,54.955508,8.342294
01054078,Schleswig-Holstein,SH,List auf Sylt,25992,55.020026,8.436183
01054149,Schleswig-Holstein,SH,Wenningstedt-Braderup (Sylt),25996,54.931063,8.319785
01054003,Schleswig-Holstein,SH,Ahrenviöl,25885,54.531254,9.206895
01054004,Schleswig-Holstein,SH,Ahrenviölfeld,25885,54.534607,9.274084
01054011,Schleswig-Holstein,SH,Behrendorf,25850,54.562059,9.22759
01054013,Schleswig-Holstein,SH,Bondelum,25850,54.556555,9.26682
01054041,Schleswig-Holstein,SH,Haselund,25855,54.591683,9.182961
01054057,Schleswig-Holstein,SH,Immenstedt,25885,54.541449,9.162503
01054079,Schleswig-Holstein,SH,Löwenstedt,25864,54.621612,9.174887
01054092,Schleswig-Holstein,SH,Norstedt,25884,54.588429,9.129313
01054101,Schleswig-Holstein,SH,Oster-Ohrstedt,25885,54.514539,9.227445
01054118,Schleswig-Holstein,SH,Schwesing,25813,54.493899,9.134622
01054123,Schleswig-Holstein,SH,Sollwitt,25884,54.594606,9.228482
01054144,Schleswig-Holstein,SH,Viöl,25884,54.568875,9.180557
01054152,Schleswig-Holstein,SH,Wester-Ohrstedt,25885,54.507226,9.190063
01054039,Schleswig-Holstein,SH,Gröde,25869,54.631686,8.717443
01054050,Schleswig-Holstein,SH,Hallig Hooge,25859,54.566389,8.550938
01054074,Schleswig-Holstein,SH,Langeneß,25863,54.637917,8.594129
01054103,Schleswig-Holstein,SH,Pellworm,25849,54.518632,8.686238
01054005,Schleswig-Holstein,SH,Alkersum,25938,54.708245,8.511244
01054015,Schleswig-Holstein,SH,Borgsum,25938,54.699989,8.460009
01054025,Schleswig-Holstein,SH,Dunsum,25938,54.730715,8.414572
01054083,Schleswig-Holstein,SH,Midlum,25938,54.714878,8.518625
01054085,Schleswig-Holstein,SH,Nebel,25946,54.650612,8.353658
01054087,Schleswig-Holstein,SH,Nieblum,25938,54.691947,8.489439
01054089,Schleswig-Holstein,SH,Norddorf auf Amrum,25946,54.679638,8.332935
01054094,Schleswig-Holstein,SH,Oevenum,25938,54.710109,8.530541
01054098,Schleswig-Holstein,SH,Oldsum,25938,54.732075,8.447735
01054129,Schleswig-Holstein,SH,Süderende,25938,54.725601,8.439339
01054143,Schleswig-Holstein,SH,Utersum,25938,54.714455,8.407243
01054158,Schleswig-Holstein,SH,Witsum,25938,54.698516,8.44106
01054160,Schleswig-Holstein,SH,Wittdün auf Amrum,25946,54.626534,8.392971
01054163,Schleswig-Holstein,SH,Wrixum,25938,54.699012,8.549002
01054164,Schleswig-Holstein,SH,Wyk auf Föhr,25938,54.691093,8.567212
01054001,Schleswig-Holstein,SH,Achtrup,25917,54.788981,9.028319
01054009,Schleswig-Holstein,SH,Aventoft,25927,54.901249,8.822142
01054016,Schleswig-Holstein,SH,Bosbüll,25899,54.822786,8.860437
01054017,Schleswig-Holstein,SH,Braderup,25923,54.835624,8.890308
01054018,Schleswig-Holstein,SH,Bramstedtlund,25926,54.840025,9.08724
01054022,Schleswig-Holstein,SH,Dagebüll,25899,54.730209,8.706381
01054027,Schleswig-Holstein,SH,Ellhöft,25923,54.888824,8.957598
01054034,Schleswig-Holstein,SH,Friedrich-Wilhelm-Lübke-Koog,25924,54.862372,8.631939
01054048,Schleswig-Holstein,SH,Holm,25923,54.831367,8.860525
01054055,Schleswig-Holstein,SH,Humptrup,25923,54.863199,8.864538
01054062,Schleswig-Holstein,SH,Karlum,25926,54.828646,8.975269
01054065,Schleswig-Holstein,SH,Klanxbüll,25924,54.864348,8.679546
01054068,Schleswig-Holstein,SH,Klixbüll,25899,54.805242,8.882448
01054073,Schleswig-Holstein,SH,Ladelund,25926,54.84075,9.025311
01054076,Schleswig-Holstein,SH,Leck,25917,54.771914,8.974572
01054077,Schleswig-Holstein,SH,Lexgaard,25923,54.832022,8.943493
01054086,Schleswig-Holstein,SH,Neukirchen,25927,54.868905,8.73388
01054088,Schleswig-Holstein,SH,Niebüll,25899,54.788141,8.829499
01054109,Schleswig-Holstein,SH,Risum-Lindholm,25920,54.761513,8.875515
01054110,Schleswig-Holstein,SH,Rodenäs,25924,54.888387,8.70031
01054124,Schleswig-Holstein,SH,Sprakebüll,25917,54.775904,9.077168
01054125,Schleswig-Holstein,SH,Stadum,25917,54.736011,9.050473
01054126,Schleswig-Holstein,SH,Stedesand,25920,54.738139,8.925525
01054131,Schleswig-Holstein,SH,Süderlügum,25923,54.872427,8.907944
01054136,Schleswig-Holstein,SH,Tinningstedt,25917,54.811247,8.929787
01054142,Schleswig-Holstein,SH,Uphusum,25923,54.841901,8.849901
01054154,Schleswig-Holstein,SH,Westre,25926,54.856605,8.987549
01054165,Schleswig-Holstein,SH,Galmsbüll,25899,54.775694,8.732055
01054166,Schleswig-Holstein,SH,Emmelsbüll-Horsbüll,25924,54.811403,8.692601
01054167,Schleswig-Holstein,SH,Enge-Sande,25917,54.726675,8.98049
01054007,Schleswig-Holstein,SH,Arlewatt,25860,54.539223,9.083426
01054023,Schleswig-Holstein,SH,Drage,25878,54.354509,9.160731
01054026,Schleswig-Holstein,SH,Elisabeth-Sophien-Koog,25845,54.510068,8.879592
01054032,Schleswig-Holstein,SH,Fresendelf,25876,54.39338,9.248765
01054042,Schleswig-Holstein,SH,Hattstedt,25856,54.528049,9.02454
01054043,Schleswig-Holstein,SH,Hattstedtermarsch,25856,54.554793,8.964562
01054052,Schleswig-Holstein,SH,Horstedt,25860,54.525582,9.069038
01054054,Schleswig-Holstein,SH,Hude,25876,54.387212,9.215821
01054070,Schleswig-Holstein,SH,Koldenbüttel,25840,54.384849,9.065906
01054084,Schleswig-Holstein,SH,Mildstedt,25866,54.463492,9.094038
01054091,Schleswig-Holstein,SH,Nordstrand,25845,54.484823,8.860249
01054096,Schleswig-Holstein,SH,Oldersbek,25873,54.446436,9.166728
01054097,Schleswig-Holstein,SH,Olderup,25860,54.538167,9.112117
01054099,Schleswig-Holstein,SH,Ostenfeld (Husum),25872,54.462866,9.230675
01054105,Schleswig-Holstein,SH,Ramstedt,25876,54.399905,9.167101
01054106,Schleswig-Holstein,SH,Rantrum,25873,54.44052,9.129606
01054116,Schleswig-Holstein,SH,Schwabstedt,25876,54.395651,9.185238
01054119,Schleswig-Holstein,SH,Seeth,25878,54.365824,9.163079
01054120,Schleswig-Holstein,SH,Simonsberg,25813,54.436567,8.97196
01054130,Schleswig-Holstein,SH,Süderhöft,25876,54.381912,9.2423
01054132,Schleswig-Holstein,SH,Südermarsch,25813,54.425929,9.08199
01054141,Schleswig-Holstein,SH,Uelvesbüll,25889,54.415443,8.935322
01054156,Schleswig-Holstein,SH,Winnert,25887,54.433243,9.201381
01054157,Schleswig-Holstein,SH,Wisch,25876,54.408531,9.154149
01054159,Schleswig-Holstein,SH,Wittbek,25872,54.473433,9.204139
01054161,Schleswig-Holstein,SH,Witzwort,25889,54.399484,8.984464
